,andrej-karpathy-distilled,ayn-rand-distilled,balaji-srinivasan-distilled,cathie-wood-distilled,charlie-munger-distilled,elon-musk-distilled,george-soros-distilled,howard-marks-distilled,jensen-huang-distilled,marc-andreessen-distilled,nassim-taleb-distilled,nassim-taleb-light,naval-ravikant-distilled,paul-graham-distilled,paul-graham-light,peter-thiel-distilled,peter-thiel-light,ray-dalio-distilled,richard-hamming-distilled,richard-hamming-light,sam-altman-distilled,vanilla_opus_4_7,vanilla_sonnet_4_6,warren-buffett-distilled,warren-buffett-light
nassim-taleb-distilled,0.8307692307692308,0.8,0.8767123287671232,0.8769230769230769,0.9027777777777778,0.9014084507042254,0.8450704225352113,0.9154929577464789,0.8472222222222222,0.8405797101449275,1.0,0.9295774647887324,0.8857142857142857,0.9253731343283582,0.8356164383561644,0.9180327868852459,0.8169014084507042,0.9142857142857143,0.8985507246376812,0.9436619718309859,0.8904109589041096,0.8714285714285714,0.9142857142857143,0.8939393939393939,0.7714285714285715
nassim-taleb-light,0.7571428571428571,0.7222222222222222,0.84,0.8115942028985508,0.863013698630137,0.7972972972972973,0.8493150684931506,0.8767123287671232,0.7733333333333333,0.7702702702702703,0.9295774647887324,1.0,0.8055555555555556,0.8529411764705882,0.7763157894736842,0.8153846153846154,0.7733333333333333,0.8767123287671232,0.8243243243243243,0.863013698630137,0.7763157894736842,0.7638888888888888,0.7702702702702703,0.8571428571428571,0.7638888888888888
naval-ravikant-distilled,0.8970588235294118,0.8732394366197183,1.0,0.9710144927536232,0.9178082191780822,0.9295774647887324,0.9444444444444444,0.9444444444444444,0.9333333333333333,0.9571428571428572,0.8857142857142857,0.8055555555555556,1.0,0.9552238805970149,0.863013698630137,0.84375,0.8356164383561644,1.0,0.9,0.9285714285714286,0.96,0.8235294117647058,0.9142857142857143,0.9142857142857143,0.8591549295774648
paul-graham-distilled,0.9253731343283582,0.8153846153846154,0.9428571428571428,0.953125,0.9859154929577465,0.9411764705882353,0.927536231884058,0.9705882352941176,0.9142857142857143,0.9846153846153847,0.9253731343283582,0.8529411764705882,0.9552238805970149,1.0,0.9436619718309859,0.8333333333333334,0.7538461538461538,0.9710144927536232,0.8805970149253731,0.9242424242424242,0.9305555555555556,0.8923076923076924,0.9402985074626866,0.9852941176470589,0.927536231884058
paul-graham-light,0.8493150684931506,0.6666666666666666,0.8311688311688312,0.8333333333333334,0.9066666666666666,0.8266666666666667,0.8289473684210527,0.8783783783783784,0.7894736842105263,0.8552631578947368,0.8356164383561644,0.7763157894736842,0.863013698630137,0.9436619718309859,1.0,0.6875,0.6533333333333333,0.8767123287671232,0.7066666666666667,0.7671232876712328,0.8205128205128205,0.8055555555555556,0.8157894736842105,0.9577464788732394,0.9493670886075949
peter-thiel-distilled,0.7704918032786885,0.8676470588235294,0.8333333333333334,0.847457627118644,0.765625,0.8769230769230769,0.7936507936507936,0.8095238095238095,0.8615384615384616,0.8,0.9180327868852459,0.8153846153846154,0.84375,0.8333333333333334,0.6875,1.0,0.9696969696969697,0.8387096774193549,0.9047619047619048,0.9193548387096774,0.8484848484848485,0.8387096774193549,0.921875,0.7419354838709677,0.6461538461538462
peter-thiel-light,0.7142857142857143,0.8421052631578947,0.8243243243243243,0.8529411764705882,0.7323943661971831,0.8108108108108109,0.8028169014084507,0.7916666666666666,0.8243243243243243,0.75,0.8169014084507042,0.7733333333333333,0.8356164383561644,0.7538461538461538,0.6533333333333333,0.9696969696969697,1.0,0.8260869565217391,0.8266666666666667,0.863013698630137,0.8157894736842105,0.7361111111111112,0.7972972972972973,0.7384615384615385,0.6388888888888888
ray-dalio-distilled,0.8970588235294118,0.8382352941176471,0.9863013698630136,0.9552238805970149,0.958904109589041,0.9436619718309859,0.9726027397260274,1.0,0.9305555555555556,0.9178082191780822,0.9142857142857143,0.8767123287671232,1.0,0.9710144927536232,0.8767123287671232,0.8387096774193549,0.8260869565217391,1.0,0.9154929577464789,0.9565217391304348,0.972972972972973,0.8309859154929577,0.9027777777777778,0.9420289855072463,0.8714285714285714
richard-hamming-distilled,0.8571428571428571,0.8873239436619719,0.8888888888888888,0.8787878787878788,0.8450704225352113,0.9315068493150684,0.875,0.8611111111111112,0.9041095890410958,0.8571428571428571,0.8985507246376812,0.8243243243243243,0.9,0.8805970149253731,0.7066666666666667,0.9047619047619048,0.8266666666666667,0.9154929577464789,1.0,0.9863013698630136,0.8961038961038961,0.9,0.9315068493150684,0.8181818181818182,0.6986301369863014
richard-hamming-light,0.8857142857142857,0.8985507246376812,0.9305555555555556,0.9402985074626866,0.863013698630137,0.9594594594594594,0.8857142857142857,0.9014084507042254,0.9452054794520548,0.8857142857142857,0.9436619718309859,0.863013698630137,0.9285714285714286,0.9242424242424242,0.7671232876712328,0.9193548387096774,0.863013698630137,0.9565217391304348,0.9863013698630136,1.0,0.9466666666666667,0.9027777777777778,0.958904109589041,0.8484848484848485,0.726027397260274
sam-altman-distilled,0.9041095890410958,0.8356164383561644,0.9615384615384616,0.958904109589041,0.8961038961038961,0.9615384615384616,0.92,0.9333333333333333,0.9240506329113924,0.9473684210526315,0.8904109589041096,0.7763157894736842,0.96,0.9305555555555556,0.8205128205128205,0.8484848484848485,0.8157894736842105,0.972972972972973,0.8961038961038961,0.9466666666666667,1.0,0.8648648648648649,0.9342105263157895,0.8888888888888888,0.7922077922077922
vanilla_opus_4_7,0.9264705882352942,0.8028169014084507,0.8055555555555556,0.8529411764705882,0.8472222222222222,0.8714285714285714,0.8115942028985508,0.8169014084507042,0.8493150684931506,0.8028169014084507,0.8714285714285714,0.7638888888888888,0.8235294117647058,0.8923076923076924,0.8055555555555556,0.8387096774193549,0.7361111111111112,0.8309859154929577,0.9,0.9027777777777778,0.8648648648648649,1.0,0.9736842105263158,0.84375,0.7605633802816901
vanilla_sonnet_4_6,0.9558823529411765,0.875,0.8904109589041096,0.9117647058823529,0.8888888888888888,0.9459459459459459,0.8493150684931506,0.863013698630137,0.92,0.8767123287671232,0.9142857142857143,0.7702702702702703,0.9142857142857143,0.9402985074626866,0.8157894736842105,0.921875,0.7972972972972973,0.9027777777777778,0.9315068493150684,0.958904109589041,0.9342105263157895,0.9736842105263158,1.0,0.8529411764705882,0.7702702702702703
warren-buffett-distilled,0.9076923076923077,0.7575757575757576,0.9142857142857143,0.8939393939393939,0.9863013698630136,0.855072463768116,0.9154929577464789,0.9710144927536232,0.8309859154929577,0.9117647058823529,0.8939393939393939,0.8571428571428571,0.9142857142857143,0.9852941176470589,0.9577464788732394,0.7419354838709677,0.7384615384615385,0.9420289855072463,0.8181818181818182,0.8484848484848485,0.8888888888888888,0.84375,0.8529411764705882,1.0,0.9714285714285714
warren-buffett-light,0.8285714285714286,0.6714285714285714,0.8108108108108109,0.8142857142857143,0.9452054794520548,0.7702702702702703,0.8611111111111112,0.9014084507042254,0.7432432432432432,0.8194444444444444,0.7714285714285715,0.7638888888888888,0.8591549295774648,0.927536231884058,0.9493670886075949,0.6461538461538462,0.6388888888888888,0.8714285714285714,0.6986301369863014,0.726027397260274,0.7922077922077922,0.7605633802816901,0.7702702702702703,0.9714285714285714,1.0
